created_in_catalog,id,rating,company_id,company_name,company_code,region,city,street,housenumber,answer_response_time
2024-10-22,375066034,5.0,1235453,ЭТМ,19,Москва,Москва,Балаклавский проспект,28Б ст1,1728.128367
2024-10-22,375066030,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,63781.019708
2024-10-22,375066031,4.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,
2024-10-22,375066052,5.0,1099018,ЭТМ,ETM4260,Санкт-Петербург,Санкт-Петербург,Ленсовета,90,1640.491975
2024-10-22,375066035,5.0,1099096,ЭТМ,ETM91100,Татарстан,Набережные Челны,Низаметдинова,2,64240.156571
2024-10-22,374992395,5.0,1099106,ЭТМ,ETM158100,Московская область,Сергиев Посад,Новоугличское шоссе,74В,5443.076263
2024-10-22,375066033,5.0,1235444,ЭТМ,9,Калужская область,Калуга,Сельский переулок,2А,1447.078706
2024-10-22,374992394,5.0,1099147,ЭТМ,ETM28100,Вологодская область,Череповец,Гоголя,45,4841.345297
2024-10-22,375087466,5.0,2649738,ЭТМ,ETM15110.1,Нижегородская область,Нижний Новгород,улица Ларина,28,55088.902388
2024-10-22,374992343,5.0,1474948,ЭТМ,,Чувашия,Чебоксары,проспект Ивана Яковлева,15Б,4652.901164
2024-10-22,375066032,5.0,1235455,ЭТМ,21,Московская область,Мытищи,улица Хлебозаводская,4Ас1,1552.411375
2024-10-22,375066036,1.0,1099116,ЭТМ,ETM21130,Татарстан,посёлок Новониколаевский,Искры,20,61658.869532
2024-10-22,374882997,5.0,1099038,ЭТМ,ETM19120,Пермский край,Пермь,Трамвайная улица,33к6,57108.330314
2024-10-22,374831014,5.0,1099044,ЭТМ,ETM82100,Архангельская область,Архангельск,Карла Либкнехта,36,
2024-10-22,374764345,5.0,1474948,ЭТМ,,Чувашия,Чебоксары,проспект Ивана Яковлева,15Б,
2024-10-22,374747706,5.0,1099138,ЭТМ,ETM74100,Томская область,Томск,Смирнова,5,64353.230351
2024-10-22,374492935,5.0,1099096,ЭТМ,ETM91100,Татарстан,Набережные Челны,Низаметдинова,2,6023.040015
2024-10-22,374960016,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,2677.20573
2024-10-22,374400437,5.0,1099062,ЭТМ,ETM71110,Омская область,Омск,улица 10 лет Октября,50,657.469253
2024-10-22,374960017,5.0,1099087,ЭТМ,ETM76100,Кемеровская область,Кемерово,Юрия Двужильного,5,2754.797335
2024-10-22,374339044,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,1718.542171
2024-10-22,374340823,5.0,1293871,ЭТМ,49,Республика Башкортостан,Уфа,улица Минигали Губайдуллина,14/1 (или 2/1),1622.128787
2024-10-22,374402529,5.0,,,,,,,,
2024-10-22,374033349,5.0,1099046,ЭТМ,ETM73100,Алтайский край,Барнаул,Взлётная,2к,9277.586407
2024-10-22,374033472,5.0,1099136,ЭТМ,ETM139110,Ханты-Мансийский автономный округ,Сургут,проспект Ленина,51/1,9217.375319
2024-10-22,374026881,5.0,,,,,,,,
2024-10-22,374949752,3.0,1099094,ЭТМ,ETM4150,Санкт-Петербург,Санкт-Петербург,Гражданский проспект,15 к1,95788.066952
2024-10-22,373773861,5.0,1099065,ЭТМ,ETM70160,Новосибирская область,Новосибирск,Титова,9,16545.98248
2024-10-22,374026880,4.0,,,,,,,,0.057894
2024-10-22,373769533,5.0,2160636,ЭТМ,,Хабаровский край,Хабаровск,Краснодарская улица,102Б,19602.078692
2024-10-22,373751973,1.0,1099111,ЭТМ,ETM77100,Красноярский край,Красноярск,Дудинская,16 ст3,
2024-10-22,373751896,5.0,1099138,ЭТМ,ETM74100,Томская область,Томск,Смирнова,5,27931.191897
2024-10-22,373751974,5.0,1099111,ЭТМ,ETM77100,Красноярский край,Красноярск,Дудинская,16 ст3,27689.955878
2024-10-22,374949778,5.0,1099056,ЭТМ,ETM39110,Оренбургская область,Оренбург,проспект Гагарина,54/1,7798.915664
2024-10-22,373751897,5.0,1099138,ЭТМ,ETM74100,Томская область,Томск,Смирнова,5,28069.530302
2024-10-22,373751898,5.0,1099138,ЭТМ,ETM74100,Томская область,Томск,Смирнова,5,28124.320186
2024-10-22,373751899,5.0,1099138,ЭТМ,ETM74100,Томская область,Томск,Смирнова,5,28225.066486
2024-10-22,374949779,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,7870.289914
2024-10-22,373748419,5.0,1099138,ЭТМ,ETM74100,Томская область,Томск,Смирнова,5,31831.757052
2024-10-22,373748421,5.0,1099046,ЭТМ,ETM73100,Алтайский край,Барнаул,Взлётная,2к,31909.829079
2024-10-21,374828684,5.0,1235469,ЭТМ,35,Рязанская область,Рязань,Окружная дорога 196 км,ст6,61078.039036
2024-10-21,374755182,4.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,55981.106392
2024-10-21,374883286,5.0,1235469,ЭТМ,35,Рязанская область,Рязань,Окружная дорога 196 км,ст6,57485.654692
2024-10-21,374828685,5.0,1235440,ЭТМ,5,Волгоградская область,Волгоград,улица 25 лет Октября,1с1,61282.811116
2024-10-21,374828688,3.0,1099028,ЭТМ,ETM5140,Свердловская область,Екатеринбург,Базовый переулок,47,149123.348118
2024-10-21,374828698,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,61346.882874
2024-10-21,374341614,5.0,1099027,ЭТМ,ETM12270,Москва,Москва,Люблинская,171 к1а,2686.015736
2024-10-21,375253756,5.0,1099049,ЭТМ,ETM1351,Ростовская область,Волгодонск,Степная улица,71,25942.726012
2024-10-21,373633969,5.0,1099026,ЭТМ,ETM12260,Москва,Москва,Дмитровское шоссе,51 к1,
2024-10-21,374828686,5.0,1099036,ЭТМ,ETM19150,Пермский край,Пермь,Ленина,90,61414.937452
2024-10-21,374828687,5.0,1099038,ЭТМ,ETM19120,Пермский край,Пермь,Трамвайная улица,33к6,61493.94823
2024-10-21,373580982,5.0,1099124,ЭТМ,ETM70120,Новосибирская область,Новосибирск,Оловозаводская,20 к1,
2024-10-21,374100860,5.0,1099041,ЭТМ,ETM102,Самарская область,Самара,Гаражная,5,7866.028108
2024-10-21,373580983,5.0,1099124,ЭТМ,ETM70120,Новосибирская область,Новосибирск,Оловозаводская,20 к1,937.07785
2024-10-21,375253758,5.0,1099049,ЭТМ,ETM1351,Ростовская область,Волгодонск,Степная улица,71,26751.925215
2024-10-21,374027115,5.0,1235464,ЭТМ,30,Оренбургская область,Орск,проспект Мира,12 к5,83113.329482
2024-10-21,375253755,2.0,1099047,ЭТМ,ETM60100,Владимирская область,Владимир,Гастелло,8а к1,
2024-10-21,375232336,5.0,1099049,ЭТМ,ETM1351,Ростовская область,Волгодонск,Степная улица,71,30683.047981
2024-10-21,373761778,5.0,1235446,ЭТМ,12,Краснодарский край,Краснодар,улица Бородинская,150,24718.854783
2024-10-21,373548950,5.0,,,,,,,,14287.254974
2024-10-21,375232335,5.0,1099100,ЭТМ,ETM75100,Кемеровская область,Новокузнецк,ДОЗ,19 к2а,30775.6108
2024-10-21,373484825,5.0,1293871,ЭТМ,49,Республика Башкортостан,Уфа,улица Минигали Губайдуллина,14/1 (или 2/1),
2024-10-21,373487047,5.0,1099127,ЭТМ,ETM64110,Пензенская область,Пенза,проспект Победы,33,970.169688
2024-10-21,373484931,5.0,1099100,ЭТМ,ETM75100,Кемеровская область,Новокузнецк,ДОЗ,19 к2а,234.932918
2024-10-21,373484932,5.0,1099124,ЭТМ,ETM70120,Новосибирская область,Новосибирск,Оловозаводская,20 к1,178.026632
2024-10-21,373484755,5.0,1099149,ЭТМ,ETM33110,Тюменская область,Тюмень,Московский тракт,127,
2024-10-21,373484879,5.0,,,,,,,,14855.248248
2024-10-21,373484880,5.0,,,,,,,,57977.706189
2024-10-21,373456634,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,8369.980824
2024-10-21,373456550,5.0,1099087,ЭТМ,ETM76100,Кемеровская область,Кемерово,Юрия Двужильного,5,
2024-10-21,373453006,5.0,1099111,ЭТМ,ETM77100,Красноярский край,Красноярск,Дудинская,16 ст3,
2024-10-21,375253550,1.0,1099135,ЭТМ,ETM1391,Ханты-Мансийский автономный округ,Сургут,Комплектовочная,5,29847.127513
2024-10-21,373453397,5.0,1099124,ЭТМ,ETM70120,Новосибирская область,Новосибирск,Оловозаводская,20 к1,12321.538561
2024-10-21,373451513,5.0,1099124,ЭТМ,ETM70120,Новосибирская область,Новосибирск,Оловозаводская,20 к1,14635.827439
2024-10-21,373451514,5.0,1099124,ЭТМ,ETM70120,Новосибирская область,Новосибирск,Оловозаводская,20 к1,14947.233832
2024-10-21,373451515,5.0,1099124,ЭТМ,ETM70120,Новосибирская область,Новосибирск,Оловозаводская,20 к1,
2024-10-21,373677076,5.0,1099011,ЭТМ,ETM101,Новгородская область,Великий Новгород,Нехинская,59,61101.650066
2024-10-20,374923946,5.0,1099041,ЭТМ,ETM102,Самарская область,Самара,Гаражная,5,40132.966502
2024-10-20,373651990,5.0,1099083,ЭТМ,ETM1381,Марий Эл,Йошкар-Ола,Соловьёва,22а,69150.62621
2024-10-20,373547582,5.0,1099116,ЭТМ,ETM21130,Татарстан,посёлок Новониколаевский,Искры,20,2475.642112
2024-10-20,373472092,4.0,1099099,ЭТМ,ETM93100,Свердловская область,Нижний Тагил,Восточное шоссе,17А,
2024-10-20,374888951,1.0,,,,,,,,52675.913307
2024-10-20,373431162,4.0,1099023,ЭТМ,ETM4330,Ленинградская область,Гатчина,Пушкинское шоссе,13 к2,29418.455512
2024-10-20,373387266,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,86190.326743
2024-10-20,373433639,5.0,2268958,ЭТМ,new12,Москва,Москва,"МКАД, 79-й километр",вл1,28273.062491
2024-10-20,373431163,5.0,1099023,ЭТМ,ETM4330,Ленинградская область,Гатчина,Пушкинское шоссе,13 к2,31157.767557
2024-10-20,373424458,5.0,1099150,ЭТМ,ETM33120,Тюменская область,Тюмень,Пермякова,1Б,38496.173913
2024-10-20,373420379,1.0,1099100,ЭТМ,ETM75100,Кемеровская область,Новокузнецк,ДОЗ,19 к2а,239901.981754
2024-10-19,373413644,5.0,1099020,ЭТМ,ETM4290,Ленинградская область,Мурино,бульвар Менделеева,11 к4,56680.38981
2024-10-19,373406292,5.0,1099030,ЭТМ,ETM5120,Свердловская область,Екатеринбург,Фронтовых Бригад,14г,67245.83302
2024-10-19,373406202,1.0,1235478,ЭТМ,44,Самарская область,Тольятти,улица Комсомольская,86литА1,
2024-10-19,373406203,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,114989.667877
2024-10-19,373346670,5.0,1099137,ЭТМ,ETM22100,Республика Коми,Сыктывкар,улица Пушкина,63,
2024-10-19,373347608,1.0,,,,,,,,200527.653393
2024-10-19,373321163,5.0,,,,,,,,216040.476595
2024-10-19,373396071,5.0,1099106,ЭТМ,ETM158100,Московская область,Сергиев Посад,Новоугличское шоссе,74В,78192.912001
2024-10-19,373309407,1.0,1099116,ЭТМ,ETM21130,Татарстан,посёлок Новониколаевский,Искры,20,355948.870624
2024-10-19,373308841,5.0,1099062,ЭТМ,ETM71110,Омская область,Омск,улица 10 лет Октября,50,159483.366323
2024-10-19,373310191,5.0,1099088,ЭТМ,ETM58100,Кировская область,Киров,Производственная,35,159289.079599
2024-10-19,373308672,5.0,1099038,ЭТМ,ETM19120,Пермский край,Пермь,Трамвайная улица,33к6,161713.030699
2024-10-19,373321164,5.0,,,,,,,,216040.458959
2024-10-19,373321165,5.0,,,,,,,,216040.52171
2024-10-19,373298367,3.0,1099155,ЭТМ,ETM11128,Челябинская область,Челябинск,проспект Победы,227,359598.663321
2024-10-19,373610263,1.0,1099147,ЭТМ,ETM28100,Вологодская область,Череповец,Гоголя,45,151772.25652
2024-10-19,373610211,1.0,1235465,ЭТМ,31,Пензенская область,Пенза,улица Аустрина,63,
2024-10-19,373268229,3.0,1099140,ЭТМ,ETM66100,Ульяновская область,Ульяновск,Московское шоссе,9к2,370147.479266
2024-10-19,373370911,5.0,1099017,ЭТМ,ETM4250,Санкт-Петербург,Санкт-Петербург,проспект Большевиков,25,99999.060724
2024-10-19,373260166,5.0,1099143,ЭТМ,ETM31100,Республика Башкортостан,Уфа,Интернациональная,"133а, кор.1",
2024-10-19,373361231,5.0,1099041,ЭТМ,ETM102,Самарская область,Самара,Гаражная,5,117508.850739
2024-10-19,373253197,5.0,1099136,ЭТМ,ETM139110,Ханты-Мансийский автономный округ,Сургут,проспект Ленина,51/1,183189.549887
2024-10-19,373245576,5.0,1099060,ЭТМ,ETM77130,Красноярский край,Красноярск,Алексеева,39,
2024-10-18,373342958,5.0,1235454,ЭТМ,20,Московская область,Котельники,Ковровый микрорайон,37,146728.460663
2024-10-18,373172632,5.0,1099127,ЭТМ,ETM64110,Пензенская область,Пенза,проспект Победы,33,219359.767764
2024-10-18,373335538,5.0,1235458,ЭТМ,24,Москва,Москва,Мнёвники,10 к1,150474.584133
2024-10-18,373431149,5.0,1099084,ЭТМ,ETM21111,Татарстан,Казань,улица Бухарская,89,31696.105054
2024-10-18,373342957,5.0,1235455,ЭТМ,21,Московская область,Мытищи,улица Хлебозаводская,4Ас1,146860.187292
2024-10-18,373342964,1.0,1099118,ЭТМ,ETM4230,Санкт-Петербург,Санкт-Петербург,Софийская,8 к1,341378.362779
2024-10-18,373321058,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,157571.591429
2024-10-18,373342967,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,146931.967307
2024-10-18,373084667,3.0,1099150,ЭТМ,ETM33120,Тюменская область,Тюмень,Пермякова,1Б,
2024-10-18,373058674,5.0,1099091,ЭТМ,ETM4170,Санкт-Петербург,Санкт-Петербург,проспект Испытателей,8 к1,
2024-10-18,373019879,5.0,1099136,ЭТМ,ETM139110,Ханты-Мансийский автономный округ,Сургут,проспект Ленина,51/1,244479.555848
2024-10-18,373240404,5.0,1235438,ЭТМ,3,Брянская область,Брянск,улица Бурова,20,187724.996521
2024-10-18,372997830,5.0,1099038,ЭТМ,ETM19120,Пермский край,Пермь,Трамвайная улица,33к6,4634.936684
2024-10-18,373424447,5.0,1352541,ЭТМ,ЕТМ111,Московская область,Котельники,Дзержинское шоссе,2Б,39131.435468
2024-10-18,373240406,2.0,1235466,ЭТМ,32,Ростовская область,Ростов-на-Дону,1-й Машиностроительный переулок,12,384844.144683
2024-10-18,373019797,5.0,,,,,,,,15624.74907
2024-10-18,373439078,1.0,1099047,ЭТМ,ETM60100,Владимирская область,Владимир,Гастелло,8а к1,222126.960844
2024-10-18,373231403,3.0,1099145,ЭТМ,ETM4320,Санкт-Петербург,Санкт-Петербург,проспект Энгельса,158к4ст1,186847.331257
2024-10-18,372972087,1.0,1099154,ЭТМ,ETM11110,Челябинская область,Челябинск,Рылеева,16а,
2024-10-18,372972088,1.0,1099154,ЭТМ,ETM11110,Челябинская область,Челябинск,Рылеева,16а,15429.779478
2024-10-18,373439055,1.0,1099121,ЭТМ,ETM108,Нижегородская область,Нижний Новгород,Бурнаковская,77а,222794.80364
2024-10-18,373240407,5.0,1099025,ЭТМ,ETM4200,Санкт-Петербург,Санкт-Петербург,проспект Косыгина,30 к1,190017.069839
2024-10-18,372924131,5.0,1099065,ЭТМ,ETM70160,Новосибирская область,Новосибирск,Титова,9,
2024-10-18,372924130,5.0,1099101,ЭТМ,ETM71100,Омская область,Омск,проспект Мира,71/3,
2024-10-18,372921972,1.0,1099063,ЭТМ,ETM5150,Свердловская область,Екатеринбург,Вильгельма де Геннина,49,
2024-10-18,372921957,5.0,1099087,ЭТМ,ETM76100,Кемеровская область,Кемерово,Юрия Двужильного,5,9107.959751
2024-10-17,372753296,1.0,1099031,ЭТМ,ETM5130,Свердловская область,Екатеринбург,Посадская,26,502913.118825
2024-10-17,373374069,1.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,291305.769803
2024-10-17,373142495,5.0,1099018,ЭТМ,ETM4260,Санкт-Петербург,Санкт-Петербург,Ленсовета,90,225387.709496
2024-10-17,372742779,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,47435.792998
2024-10-17,373006927,5.0,1099041,ЭТМ,ETM102,Самарская область,Самара,Гаражная,5,1973.428168
2024-10-17,373006926,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,
2024-10-17,372711384,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,53377.488957
2024-10-17,373020402,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,243418.255244
2024-10-17,373006770,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,1921.200203
2024-10-17,373006925,5.0,1099039,ЭТМ,ETM19140,Пермский край,Пермь,Николая Островского,60,2049.993837
2024-10-17,373020409,4.0,1099100,ЭТМ,ETM75100,Кемеровская область,Новокузнецк,ДОЗ,19 к2а,438186.58558
2024-10-17,372622459,5.0,1496043,ЭТМ,,Татарстан,Альметьевск,проспект Изаила Зарипова,25,1433.984441
2024-10-17,372720115,5.0,,,,,,,,0.044746
2024-10-17,373380880,5.0,1099084,ЭТМ,ETM21111,Татарстан,Казань,улица Бухарская,89,92643.942662
2024-10-17,373380866,5.0,1235466,ЭТМ,32,Ростовская область,Ростов-на-Дону,1-й Машиностроительный переулок,12,90678.735414
2024-10-17,373374070,5.0,1235466,ЭТМ,32,Ростовская область,Ростов-на-Дону,1-й Машиностроительный переулок,12,96550.405999
2024-10-17,373380867,5.0,1235466,ЭТМ,32,Ростовская область,Ростов-на-Дону,1-й Машиностроительный переулок,12,93135.40243
2024-10-17,372592877,5.0,1235439,ЭТМ,4,Приморский край,Владивосток,улица Заречная,35,
2024-10-17,372569059,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,
2024-10-17,372584434,5.0,2092119,ЭТМ,new,Красноярский край,Красноярск,улица Партизана Железняка,16Дстр3,
2024-10-17,373380875,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,93170.544046
2024-10-17,372516322,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,12800.665874
2024-10-17,373380874,1.0,1099126,ЭТМ,ETM12220,Москва,Москва,5-я Кабельная улица,2с1,287927.89189
2024-10-17,372425816,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,15202.543061
2024-10-17,372370622,5.0,1099137,ЭТМ,ETM22100,Республика Коми,Сыктывкар,улица Пушкина,63,2207.296394
2024-10-17,372370260,5.0,1099062,ЭТМ,ETM71110,Омская область,Омск,улица 10 лет Октября,50,2582.907214
2024-10-17,372941369,1.0,1099156,ЭТМ,ETM11140,Челябинская область,Челябинск,улица Артиллерийская,1Б,22182.098176
2024-10-17,372348046,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,1183.124658
2024-10-17,372342709,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,3142.753714
2024-10-17,372342751,5.0,1099137,ЭТМ,ETM22100,Республика Коми,Сыктывкар,улица Пушкина,63,3102.938124
2024-10-17,372342710,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,3210.512377
2024-10-17,372344196,5.0,1235446,ЭТМ,12,Краснодарский край,Краснодар,улица Бородинская,150,2272.763069
2024-10-17,372370461,5.0,,,,,,,,15276.535468
2024-10-17,372941377,5.0,1099024,ЭТМ,ETM4340,Ленинградская область,Всеволожск,Плоткина,26,2416.723338
2024-10-17,372941366,5.0,1235472,ЭТМ,38,Ленинградская область,посёлок Тельмана,посёлок имени Тельмана,2Б,2496.569424
2024-10-17,372332729,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,10752.176164
2024-10-17,372332733,5.0,1099087,ЭТМ,ETM76100,Кемеровская область,Кемерово,Юрия Двужильного,5,10786.219309
2024-10-17,372326344,5.0,1099111,ЭТМ,ETM77100,Красноярский край,Красноярск,Дудинская,16 ст3,
2024-10-17,372331550,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,12933.314635
2024-10-17,372326449,5.0,1099064,ЭТМ,ETM70150,Новосибирская область,Новосибирск,Зыряновская,61,14383.555951
2024-10-17,372311720,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,23711.062452
2024-10-16,372817639,5.0,1235449,ЭТМ,15,Курская область,Курск,улица Энгельса,169литВ1,31636.168902
2024-10-16,372285193,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,38145.627333
2024-10-16,372291266,3.0,,,,,,,,96552.540622
2024-10-16,372249261,5.0,1099135,ЭТМ,ETM1391,Ханты-Мансийский автономный округ,Сургут,Комплектовочная,5,50522.221721
2024-10-16,373278052,5.0,1099152,ЭТМ,ETM11130,Челябинская область,Челябинск,Ильменская,2,172459.108159
2024-10-16,372249279,5.0,1099101,ЭТМ,ETM71100,Омская область,Омск,проспект Мира,71/3,50574.62301
2024-10-16,372249287,5.0,1099100,ЭТМ,ETM75100,Кемеровская область,Новокузнецк,ДОЗ,19 к2а,
2024-10-16,372239557,5.0,1099084,ЭТМ,ETM21111,Татарстан,Казань,улица Бухарская,89,54462.390071
2024-10-16,372236867,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,56779.085141
2024-10-16,372753951,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,45950.109351
2024-10-16,372230250,5.0,1099116,ЭТМ,ETM21130,Татарстан,посёлок Новониколаевский,Искры,20,58319.192562
2024-10-16,372230169,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,58599.093273
2024-10-16,372139353,5.0,1099013,ЭТМ,ETM84100,Астраханская область,Астрахань,Зеленгинская 3-я,56а/2,
2024-10-16,372611132,1.0,1099038,ЭТМ,ETM19120,Пермский край,Пермь,Трамвайная улица,33к6,83661.549625
2024-10-16,372125654,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,10312.971805
2024-10-16,372134044,5.0,1099101,ЭТМ,ETM71100,Омская область,Омск,проспект Мира,71/3,8257.778895
2024-10-16,372125720,5.0,1099013,ЭТМ,ETM84100,Астраханская область,Астрахань,Зеленгинская 3-я,56а/2,10022.653275
2024-10-16,372116136,5.0,1099096,ЭТМ,ETM91100,Татарстан,Набережные Челны,Низаметдинова,2,
2024-10-16,372116506,5.0,1099084,ЭТМ,ETM21111,Татарстан,Казань,улица Бухарская,89,11736.262943
2024-10-16,372100977,5.0,1099116,ЭТМ,ETM21130,Татарстан,посёлок Новониколаевский,Искры,20,0.654561
2024-10-16,372083368,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,434698.01175
2024-10-16,372095550,2.0,1099109,ЭТМ,ETM146100,Иркутская область,Иркутск,Старо-Кузьмихинская,71,183822.166124
2024-10-16,373276899,5.0,1099088,ЭТМ,ETM58100,Кировская область,Киров,Производственная,35,172953.567979
2024-10-16,372533060,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,
2024-10-16,372063305,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,188.606606
2024-10-16,372077042,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,512.161412
2024-10-16,372077177,5.0,1099084,ЭТМ,ETM21111,Татарстан,Казань,улица Бухарская,89,806.787207
2024-10-16,372063306,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,218.699282
2024-10-16,372075588,5.0,1235439,ЭТМ,4,Приморский край,Владивосток,улица Заречная,35,1157.927766
2024-10-16,372077046,5.0,1099033,ЭТМ,ETM5170,Свердловская область,Екатеринбург,Тверитина,46,
2024-10-16,372532919,5.0,1235456,ЭТМ,22,Московская область,Подольск,проспект Юных Ленинцев,70 ст3,10073.035677
2024-10-16,372063307,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,
2024-10-16,372048951,5.0,1099115,ЭТМ,ETM4190,Санкт-Петербург,Санкт-Петербург,улица Трефолева,1П,
2024-10-16,372063308,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,
2024-10-16,372062874,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,387.385377
2024-10-16,373320893,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,157600.713196
2024-10-16,372048832,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,1380.424861
2024-10-16,372047709,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,2318.613208
2024-10-16,373278066,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,172714.708292
2024-10-16,372048955,5.0,1099101,ЭТМ,ETM71100,Омская область,Омск,проспект Мира,71/3,1144.677348
2024-10-16,372047701,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,2355.337145
2024-10-16,372042558,5.0,1099109,ЭТМ,ETM146100,Иркутская область,Иркутск,Старо-Кузьмихинская,71,4746.646454
2024-10-16,372047712,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,3289.942998
2024-10-16,373278068,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,172753.62345
2024-10-16,372047713,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,3312.249921
2024-10-16,373278069,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,170173.641734
2024-10-16,372533106,5.0,1099115,ЭТМ,ETM4190,Санкт-Петербург,Санкт-Петербург,улица Трефолева,1П,
2024-10-16,373278070,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,172828.088119
2024-10-16,372047703,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,3338.24631
2024-10-16,372047706,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,3371.701605
2024-10-16,372041378,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,7102.360393
2024-10-16,372041443,5.0,1099113,ЭТМ,ETM21120,Татарстан,Казань,улица Фатыха Амирхана,101,7099.542871
