CampaignID|Campaign_name
12001540|
82447566|
05388551|
83430548|
47967073|
98743519|
13503915|
30217754|
200388508|
96484336|
70293401|
40047654|
95099785|
55359474|
198875767|
17427692|
16264246|
71353013|
44470779|
72562348|
56327780|
91971587|
46143341|
02031702|
95148403|
54576168|
24309372|
57269122|
42128743|
31088864|
41727594|
10144702|
209531825|
76319977|
24429990|
198875714|
20252134|
42493869|
55685471|
72719163|
29160099|
92421585|
46435276|
61586496|
15656930|
30936419|
41698234|
92299472|
57698709|
79396592|
66389995|
86852159|
08780817|
98152400|
86655495|
73690500|
72457469|
17317851|
60886132|
39419281|
99439674|
70416563|
12736283|
08142709|
52660091|
57364402|
20811594|
82543215|
43121301|
92477537|
19209701|
83447782|
03525920|
20563712|
15727369|
12838665|
90493623|
107637374|
87517736|
20096241|
12956669|
66741944|
04809301|
53539876|
68665582|
30547216|
16793139|
64563832|
28516244|
78099307|
94803455|
64108591|
23813138|
23280692|
56671975|
77723197|
01438478|
60859596|
99486860|
90886040|
78035343|
20185909|
36666569|
39480603|
75032117|
32658232|
32076928|
73350270|
09459043|
75983527|
42577788|
97382392|
47266303|
34423563|
13106551|
46289074|
82844427|
46184861|
27918490|
60501544|
68433004|
80533104|
104238532|
91633271|
84048877|
54333453|
14182003|
93651115|
20909388|
76051562|
77048088|
201296534|
98702323|
62824520|
84723533|
61389912|
39432913|
16884100|
85327610|
20328591|
77468028|
32170026|
89500201|
69290799|
82089481|
35782168|
18477706|
85571544|
65938915|
27222175|
92720500|
89944189|
95480196|
09249501|
58559659|
44088934|
90286479|
201463127|
37173692|
65783711|
50263348|
26749438|
84905770|
17281680|
51122921|
39495230|
67876816|
91480373|
09828555|
08268959|
27052746|
25651644|
39756300|
95989476|
